,ID,Campaign,value
288,1734,AcceptedCmp1,0
289,1740,AcceptedCmp1,0
290,1743,AcceptedCmp1,0
291,1744,AcceptedCmp1,0
292,1755,AcceptedCmp1,0
293,1763,AcceptedCmp1,1
294,1764,AcceptedCmp1,0
295,1772,AcceptedCmp1,1
296,1773,AcceptedCmp1,0
297,1777,AcceptedCmp1,0
298,1802,AcceptedCmp1,0
299,1818,AcceptedCmp1,0
300,1826,AcceptedCmp1,0
301,1829,AcceptedCmp1,0
302,1833,AcceptedCmp1,0
303,1834,AcceptedCmp1,0
304,1839,AcceptedCmp1,0
305,1857,AcceptedCmp1,0
306,1859,AcceptedCmp1,0
307,1867,AcceptedCmp1,0
308,1878,AcceptedCmp1,0
309,1880,AcceptedCmp1,0
310,1890,AcceptedCmp1,0
311,1891,AcceptedCmp1,0
312,1907,AcceptedCmp1,0
313,1911,AcceptedCmp1,0
314,1915,AcceptedCmp1,0
315,1916,AcceptedCmp1,0
316,1921,AcceptedCmp1,0
317,1927,AcceptedCmp1,0
318,1928,AcceptedCmp1,0
319,1940,AcceptedCmp1,0
320,1945,AcceptedCmp1,1
321,1951,AcceptedCmp1,0
322,1958,AcceptedCmp1,0
323,1964,AcceptedCmp1,0
324,1968,AcceptedCmp1,0
325,1970,AcceptedCmp1,0
326,1987,AcceptedCmp1,0
327,1990,AcceptedCmp1,0
328,1991,AcceptedCmp1,0
329,1992,AcceptedCmp1,1
330,1993,AcceptedCmp1,0
331,1994,AcceptedCmp1,0
332,1998,AcceptedCmp1,0
333,2002,AcceptedCmp1,0
334,2004,AcceptedCmp1,0
335,2005,AcceptedCmp1,0
336,2008,AcceptedCmp1,1
337,2021,AcceptedCmp1,0
338,2036,AcceptedCmp1,0
339,2061,AcceptedCmp1,0
340,2066,AcceptedCmp1,0
341,2072,AcceptedCmp1,0
342,2075,AcceptedCmp1,0
343,2079,AcceptedCmp1,0
344,2098,AcceptedCmp1,0
345,2109,AcceptedCmp1,0
346,2115,AcceptedCmp1,0
347,2118,AcceptedCmp1,0
348,2125,AcceptedCmp1,0
349,2130,AcceptedCmp1,0
350,2131,AcceptedCmp1,0
351,2134,AcceptedCmp1,0
352,2139,AcceptedCmp1,0
353,2147,AcceptedCmp1,1
354,2150,AcceptedCmp1,0
355,2156,AcceptedCmp1,0
356,2157,AcceptedCmp1,0
357,2162,AcceptedCmp1,0
358,2166,AcceptedCmp1,0
359,2173,AcceptedCmp1,0
360,2174,AcceptedCmp1,0
361,2181,AcceptedCmp1,0
362,2186,AcceptedCmp1,1
363,2202,AcceptedCmp1,0
364,2223,AcceptedCmp1,0
365,2225,AcceptedCmp1,1
366,2227,AcceptedCmp1,0
367,2230,AcceptedCmp1,0
368,2245,AcceptedCmp1,0
369,2246,AcceptedCmp1,0
370,2254,AcceptedCmp1,0
371,2256,AcceptedCmp1,0
372,2258,AcceptedCmp1,0
373,2261,AcceptedCmp1,0
374,2276,AcceptedCmp1,0
375,2278,AcceptedCmp1,0
376,2281,AcceptedCmp1,0
377,2285,AcceptedCmp1,0
378,2286,AcceptedCmp1,0
379,2292,AcceptedCmp1,0
380,2295,AcceptedCmp1,0
381,2296,AcceptedCmp1,0
382,2304,AcceptedCmp1,0
383,2308,AcceptedCmp1,0
384,2315,AcceptedCmp1,0
385,2320,AcceptedCmp1,0
386,2324,AcceptedCmp1,0
387,2326,AcceptedCmp1,0
388,2337,AcceptedCmp1,0
389,2345,AcceptedCmp1,0
390,2350,AcceptedCmp1,0
391,2371,AcceptedCmp1,0
392,2375,AcceptedCmp1,0
393,2379,AcceptedCmp1,0
394,2387,AcceptedCmp1,0
395,2392,AcceptedCmp1,0
396,2404,AcceptedCmp1,0
397,2406,AcceptedCmp1,0
398,2408,AcceptedCmp1,0
399,2410,AcceptedCmp1,0
400,2415,AcceptedCmp1,1
401,2416,AcceptedCmp1,0
402,2426,AcceptedCmp1,0
403,2428,AcceptedCmp1,0
404,2431,AcceptedCmp1,0
405,2437,AcceptedCmp1,1
406,2445,AcceptedCmp1,0
407,2447,AcceptedCmp1,0
408,2456,AcceptedCmp1,0
409,2457,AcceptedCmp1,0
410,2461,AcceptedCmp1,0
411,2471,AcceptedCmp1,0
412,2478,AcceptedCmp1,0
413,2488,AcceptedCmp1,0
414,2495,AcceptedCmp1,0
415,2499,AcceptedCmp1,0
416,2516,AcceptedCmp1,0
417,2518,AcceptedCmp1,0
418,2525,AcceptedCmp1,0
419,2532,AcceptedCmp1,0
420,2534,AcceptedCmp1,0
421,2535,AcceptedCmp1,1
422,2541,AcceptedCmp1,0
423,2544,AcceptedCmp1,0
424,2546,AcceptedCmp1,0
425,2549,AcceptedCmp1,0
426,2552,AcceptedCmp1,0
427,2557,AcceptedCmp1,0
428,2561,AcceptedCmp1,0
429,2564,AcceptedCmp1,0
430,2565,AcceptedCmp1,0
431,2569,AcceptedCmp1,0
432,2570,AcceptedCmp1,0
433,2574,AcceptedCmp1,1
434,2579,AcceptedCmp1,0
435,2587,AcceptedCmp1,0
436,2589,AcceptedCmp1,0
437,2591,AcceptedCmp1,0
438,2607,AcceptedCmp1,0
439,2611,AcceptedCmp1,0
440,2612,AcceptedCmp1,1
441,2613,AcceptedCmp1,0
442,2625,AcceptedCmp1,0
443,2632,AcceptedCmp1,0
444,2634,AcceptedCmp1,0
445,2639,AcceptedCmp1,0
446,2656,AcceptedCmp1,0
447,2666,AcceptedCmp1,0
448,2674,AcceptedCmp1,0
449,2677,AcceptedCmp1,0
450,2678,AcceptedCmp1,0
451,2681,AcceptedCmp1,0
452,2683,AcceptedCmp1,0
453,2686,AcceptedCmp1,0
454,2694,AcceptedCmp1,0
455,2698,AcceptedCmp1,0
456,2712,AcceptedCmp1,0
457,2715,AcceptedCmp1,0
458,2724,AcceptedCmp1,0
459,2727,AcceptedCmp1,0
460,2730,AcceptedCmp1,0
461,2736,AcceptedCmp1,0
462,2740,AcceptedCmp1,0
463,2781,AcceptedCmp1,1
464,2782,AcceptedCmp1,0
465,2793,AcceptedCmp1,0
466,2795,AcceptedCmp1,0
467,2797,AcceptedCmp1,0
468,2798,AcceptedCmp1,1
469,2802,AcceptedCmp1,0
470,2807,AcceptedCmp1,0
471,2814,AcceptedCmp1,0
472,2815,AcceptedCmp1,0
473,2829,AcceptedCmp1,1
474,2831,AcceptedCmp1,0
475,2836,AcceptedCmp1,0
476,2849,AcceptedCmp1,0
477,2853,AcceptedCmp1,0
478,2861,AcceptedCmp1,0
479,2863,AcceptedCmp1,1
480,2868,AcceptedCmp1,0
481,2870,AcceptedCmp1,0
482,2874,AcceptedCmp1,0
483,2875,AcceptedCmp1,0
484,2877,AcceptedCmp1,0
485,2878,AcceptedCmp1,0
486,2882,AcceptedCmp1,0
487,2886,AcceptedCmp1,1
488,2894,AcceptedCmp1,1
489,2895,AcceptedCmp1,0
490,2902,AcceptedCmp1,0
491,2909,AcceptedCmp1,0
492,2918,AcceptedCmp1,0
493,2926,AcceptedCmp1,0
494,2928,AcceptedCmp1,0
495,2930,AcceptedCmp1,0
496,2931,AcceptedCmp1,1
497,2936,AcceptedCmp1,0
498,2937,AcceptedCmp1,0
499,2939,AcceptedCmp1,0
500,2942,AcceptedCmp1,0
501,2948,AcceptedCmp1,0
502,2952,AcceptedCmp1,0
503,2958,AcceptedCmp1,0
504,2961,AcceptedCmp1,0
505,2964,AcceptedCmp1,0
506,2975,AcceptedCmp1,1
507,2980,AcceptedCmp1,0
508,2986,AcceptedCmp1,0
509,2995,AcceptedCmp1,0
510,3005,AcceptedCmp1,1
511,3009,AcceptedCmp1,0
512,3010,AcceptedCmp1,1
513,3025,AcceptedCmp1,0
514,3032,AcceptedCmp1,0
515,3050,AcceptedCmp1,0
516,3066,AcceptedCmp1,0
517,3068,AcceptedCmp1,0
518,3074,AcceptedCmp1,0
519,3075,AcceptedCmp1,0
520,3076,AcceptedCmp1,0
521,3081,AcceptedCmp1,0
522,3083,AcceptedCmp1,0
523,3091,AcceptedCmp1,0
524,3099,AcceptedCmp1,0
525,3102,AcceptedCmp1,0
526,3104,AcceptedCmp1,0
527,3107,AcceptedCmp1,0
528,3112,AcceptedCmp1,0
529,3117,AcceptedCmp1,0
530,3120,AcceptedCmp1,0
531,3130,AcceptedCmp1,0
532,3136,AcceptedCmp1,0
533,3138,AcceptedCmp1,1
534,3139,AcceptedCmp1,0
535,3153,AcceptedCmp1,0
536,3158,AcceptedCmp1,0
537,3170,AcceptedCmp1,0
538,3179,AcceptedCmp1,0
539,3182,AcceptedCmp1,0
540,3194,AcceptedCmp1,0
541,3197,AcceptedCmp1,0
542,3202,AcceptedCmp1,0
543,3225,AcceptedCmp1,0
544,3231,AcceptedCmp1,0
545,3233,AcceptedCmp1,0
546,3254,AcceptedCmp1,0
547,3262,AcceptedCmp1,0
548,3265,AcceptedCmp1,0
549,3266,AcceptedCmp1,0
550,3267,AcceptedCmp1,0
551,3270,AcceptedCmp1,0
552,3276,AcceptedCmp1,0
553,3277,AcceptedCmp1,0
554,3281,AcceptedCmp1,0
555,3283,AcceptedCmp1,0
556,3286,AcceptedCmp1,0
557,3298,AcceptedCmp1,0
558,3308,AcceptedCmp1,0
559,3312,AcceptedCmp1,0
560,3321,AcceptedCmp1,0
561,3334,AcceptedCmp1,1
562,3336,AcceptedCmp1,0
563,3363,AcceptedCmp1,0
564,3376,AcceptedCmp1,0
565,3381,AcceptedCmp1,0
566,3388,AcceptedCmp1,0
567,3389,AcceptedCmp1,0
568,3403,AcceptedCmp1,0
569,3406,AcceptedCmp1,0
570,3409,AcceptedCmp1,0
571,3412,AcceptedCmp1,0
572,3422,AcceptedCmp1,0
573,3426,AcceptedCmp1,0
574,3427,AcceptedCmp1,0
575,3434,AcceptedCmp1,0
576,3436,AcceptedCmp1,0
577,3439,AcceptedCmp1,0
578,3445,AcceptedCmp1,0
579,3463,AcceptedCmp1,0
580,3469,AcceptedCmp1,0
581,3478,AcceptedCmp1,0
582,3479,AcceptedCmp1,0
583,3483,AcceptedCmp1,1
584,3491,AcceptedCmp1,0
585,3498,AcceptedCmp1,0
586,3503,AcceptedCmp1,0
587,3507,AcceptedCmp1,0
588,3515,AcceptedCmp1,0
589,3517,AcceptedCmp1,0
590,3518,AcceptedCmp1,0
591,3520,AcceptedCmp1,1
592,3523,AcceptedCmp1,0
593,3524,AcceptedCmp1,0
594,3525,AcceptedCmp1,0
595,3526,AcceptedCmp1,0
596,3535,AcceptedCmp1,0
597,3536,AcceptedCmp1,0
598,3537,AcceptedCmp1,0
599,3547,AcceptedCmp1,0
600,3551,AcceptedCmp1,0
601,3559,AcceptedCmp1,0
602,3565,AcceptedCmp1,0
603,3570,AcceptedCmp1,0
604,3571,AcceptedCmp1,0
605,3578,AcceptedCmp1,0
606,3584,AcceptedCmp1,0
607,3594,AcceptedCmp1,0
608,3595,AcceptedCmp1,0
609,3598,AcceptedCmp1,0
610,3599,AcceptedCmp1,0
611,3602,AcceptedCmp1,0
612,3619,AcceptedCmp1,0
613,3623,AcceptedCmp1,0
614,3628,AcceptedCmp1,0
615,3629,AcceptedCmp1,0
616,3635,AcceptedCmp1,0
617,3641,AcceptedCmp1,0
618,3643,AcceptedCmp1,0
619,3645,AcceptedCmp1,0
620,3657,AcceptedCmp1,0
621,3661,AcceptedCmp1,0
622,3665,AcceptedCmp1,0
623,3667,AcceptedCmp1,1
624,3673,AcceptedCmp1,0
625,3678,AcceptedCmp1,0
626,3690,AcceptedCmp1,0
627,3696,AcceptedCmp1,0
628,3698,AcceptedCmp1,0
629,3706,AcceptedCmp1,0
630,3710,AcceptedCmp1,0
631,3711,AcceptedCmp1,1
632,3712,AcceptedCmp1,0
633,3717,AcceptedCmp1,0
634,3722,AcceptedCmp1,0
635,3725,AcceptedCmp1,1
636,3726,AcceptedCmp1,0
637,3732,AcceptedCmp1,0
638,3745,AcceptedCmp1,0
639,3749,AcceptedCmp1,0
640,3759,AcceptedCmp1,0
641,3762,AcceptedCmp1,1
642,3766,AcceptedCmp1,0
643,3767,AcceptedCmp1,0
644,3769,AcceptedCmp1,0
645,3783,AcceptedCmp1,0
646,3790,AcceptedCmp1,0
647,3798,AcceptedCmp1,0
648,3799,AcceptedCmp1,0
649,3807,AcceptedCmp1,0
650,3828,AcceptedCmp1,0
651,3830,AcceptedCmp1,0
652,3834,AcceptedCmp1,0
653,3839,AcceptedCmp1,0
654,3846,AcceptedCmp1,0
655,3850,AcceptedCmp1,0
656,3852,AcceptedCmp1,0
657,3865,AcceptedCmp1,0
658,3867,AcceptedCmp1,0
659,3870,AcceptedCmp1,0
660,3878,AcceptedCmp1,0
661,3885,AcceptedCmp1,0
662,3887,AcceptedCmp1,0
663,3896,AcceptedCmp1,0
664,3916,AcceptedCmp1,0
665,3919,AcceptedCmp1,1
666,3921,AcceptedCmp1,0
667,3924,AcceptedCmp1,0
668,3933,AcceptedCmp1,0
669,3934,AcceptedCmp1,0
670,3945,AcceptedCmp1,0
671,3955,AcceptedCmp1,0
672,3967,AcceptedCmp1,0
673,3968,AcceptedCmp1,0
674,3969,AcceptedCmp1,0
675,3972,AcceptedCmp1,0
676,3979,AcceptedCmp1,0
677,4002,AcceptedCmp1,0
678,4012,AcceptedCmp1,0
679,4023,AcceptedCmp1,0
680,4037,AcceptedCmp1,0
681,4042,AcceptedCmp1,0
682,4050,AcceptedCmp1,0
683,4055,AcceptedCmp1,0
684,4058,AcceptedCmp1,0
685,4065,AcceptedCmp1,0
686,4066,AcceptedCmp1,0
687,4070,AcceptedCmp1,0
688,4073,AcceptedCmp1,0
689,4084,AcceptedCmp1,0
690,4093,AcceptedCmp1,0
691,4095,AcceptedCmp1,0
692,4096,AcceptedCmp1,0
693,4098,AcceptedCmp1,0
694,4099,AcceptedCmp1,0
695,4102,AcceptedCmp1,0
696,4114,AcceptedCmp1,0
697,4119,AcceptedCmp1,0
698,4120,AcceptedCmp1,0
699,4122,AcceptedCmp1,1
700,4128,AcceptedCmp1,0
701,4136,AcceptedCmp1,0
702,4137,AcceptedCmp1,0
703,4138,AcceptedCmp1,0
704,4141,AcceptedCmp1,0
705,4148,AcceptedCmp1,0
706,4149,AcceptedCmp1,0
707,4174,AcceptedCmp1,0
708,4179,AcceptedCmp1,0
709,4184,AcceptedCmp1,0
710,4186,AcceptedCmp1,0
711,4188,AcceptedCmp1,0
712,4200,AcceptedCmp1,0
713,4201,AcceptedCmp1,0
714,4207,AcceptedCmp1,0
715,4211,AcceptedCmp1,0
716,4216,AcceptedCmp1,1
717,4220,AcceptedCmp1,0
718,4227,AcceptedCmp1,0
719,4240,AcceptedCmp1,0
720,4246,AcceptedCmp1,0
721,4252,AcceptedCmp1,0
722,4259,AcceptedCmp1,0
723,4261,AcceptedCmp1,1
724,4268,AcceptedCmp1,0
725,4271,AcceptedCmp1,0
726,4278,AcceptedCmp1,0
727,4279,AcceptedCmp1,0
728,4286,AcceptedCmp1,0
729,4290,AcceptedCmp1,0
730,4297,AcceptedCmp1,0
731,4298,AcceptedCmp1,0
732,4299,AcceptedCmp1,0
733,4301,AcceptedCmp1,0
734,4303,AcceptedCmp1,0
735,4310,AcceptedCmp1,1
736,4320,AcceptedCmp1,0
737,4322,AcceptedCmp1,0
738,4324,AcceptedCmp1,0
739,4328,AcceptedCmp1,0
740,4329,AcceptedCmp1,0
741,4331,AcceptedCmp1,0
742,4333,AcceptedCmp1,0
743,4338,AcceptedCmp1,0
744,4339,AcceptedCmp1,0
745,4345,AcceptedCmp1,0
746,4351,AcceptedCmp1,0
747,4356,AcceptedCmp1,0
748,4368,AcceptedCmp1,0
749,4370,AcceptedCmp1,0
750,4376,AcceptedCmp1,0
751,4377,AcceptedCmp1,0
752,4381,AcceptedCmp1,0
753,4385,AcceptedCmp1,0
754,4390,AcceptedCmp1,0
755,4394,AcceptedCmp1,0
756,4405,AcceptedCmp1,0
757,4406,AcceptedCmp1,0
758,4415,AcceptedCmp1,0
759,4418,AcceptedCmp1,0
760,4426,AcceptedCmp1,1
761,4427,AcceptedCmp1,0
762,4432,AcceptedCmp1,0
763,4436,AcceptedCmp1,0
764,4437,AcceptedCmp1,0
765,4440,AcceptedCmp1,0
766,4442,AcceptedCmp1,0
767,4444,AcceptedCmp1,0
768,4452,AcceptedCmp1,1
769,4472,AcceptedCmp1,0
770,4475,AcceptedCmp1,0
771,4477,AcceptedCmp1,0
772,4478,AcceptedCmp1,0
773,4480,AcceptedCmp1,0
774,4483,AcceptedCmp1,0
775,4487,AcceptedCmp1,0
776,4491,AcceptedCmp1,0
777,4500,AcceptedCmp1,0
778,4501,AcceptedCmp1,0
779,4507,AcceptedCmp1,0
780,4518,AcceptedCmp1,0
781,4530,AcceptedCmp1,1
782,4543,AcceptedCmp1,0
783,4547,AcceptedCmp1,0
784,4548,AcceptedCmp1,0
785,4550,AcceptedCmp1,0
786,4552,AcceptedCmp1,0
787,4554,AcceptedCmp1,0
788,4557,AcceptedCmp1,0
789,4580,AcceptedCmp1,1
790,4587,AcceptedCmp1,0
791,4597,AcceptedCmp1,0
792,4599,AcceptedCmp1,0
793,4603,AcceptedCmp1,0
794,4608,AcceptedCmp1,0
795,4609,AcceptedCmp1,0
796,4611,AcceptedCmp1,1
797,4619,AcceptedCmp1,0
798,4637,AcceptedCmp1,1
799,4640,AcceptedCmp1,0
800,4643,AcceptedCmp1,0
801,4653,AcceptedCmp1,0
802,4654,AcceptedCmp1,0
803,4656,AcceptedCmp1,0
804,4669,AcceptedCmp1,0
805,4673,AcceptedCmp1,1
806,4676,AcceptedCmp1,0
807,4679,AcceptedCmp1,0
808,4682,AcceptedCmp1,0
809,4686,AcceptedCmp1,0
810,4687,AcceptedCmp1,0
811,4690,AcceptedCmp1,0
812,4692,AcceptedCmp1,0
813,4697,AcceptedCmp1,0
814,4698,AcceptedCmp1,0
815,4702,AcceptedCmp1,0
816,4706,AcceptedCmp1,0
817,4712,AcceptedCmp1,0
818,4713,AcceptedCmp1,0
819,4725,AcceptedCmp1,0
820,4741,AcceptedCmp1,0
821,4743,AcceptedCmp1,0
822,4749,AcceptedCmp1,0
823,4754,AcceptedCmp1,0
824,4756,AcceptedCmp1,0
825,4764,AcceptedCmp1,0
826,4769,AcceptedCmp1,0
827,4785,AcceptedCmp1,0
828,4786,AcceptedCmp1,0
829,4789,AcceptedCmp1,1
830,4790,AcceptedCmp1,0
